================ Training Loss (Mon Oct 18 19:07:27 2021) ================
================ Training Loss (Mon Oct 18 19:08:56 2021) ================
================ Training Loss (Mon Oct 18 19:09:35 2021) ================
================ Training Loss (Mon Oct 18 19:10:34 2021) ================
================ Training Loss (Mon Oct 18 19:11:22 2021) ================
================ Training Loss (Mon Oct 18 19:11:58 2021) ================
(epoch: 1, iters: 100, time: 0.249, data: 0.849) D_A: 0.472 G_A: 0.519 cycle_A: 2.558 idt_A: 1.134 D_B: 0.465 G_B: 0.432 cycle_B: 2.385 idt_B: 1.221 
(epoch: 1, iters: 200, time: 0.248, data: 0.003) D_A: 1.191 G_A: 1.506 cycle_A: 1.829 idt_A: 0.970 D_B: 0.409 G_B: 0.430 cycle_B: 2.330 idt_B: 0.884 
(epoch: 1, iters: 300, time: 0.249, data: 0.003) D_A: 0.295 G_A: 0.354 cycle_A: 2.363 idt_A: 0.982 D_B: 0.316 G_B: 0.331 cycle_B: 2.495 idt_B: 0.938 
(epoch: 1, iters: 400, time: 0.387, data: 0.002) D_A: 0.299 G_A: 0.366 cycle_A: 1.988 idt_A: 0.825 D_B: 0.282 G_B: 0.308 cycle_B: 1.751 idt_B: 0.910 
(epoch: 1, iters: 500, time: 0.249, data: 0.003) D_A: 0.280 G_A: 0.432 cycle_A: 2.463 idt_A: 0.921 D_B: 0.280 G_B: 0.311 cycle_B: 2.164 idt_B: 1.129 
(epoch: 1, iters: 600, time: 0.248, data: 0.003) D_A: 0.543 G_A: 0.682 cycle_A: 2.551 idt_A: 0.812 D_B: 0.282 G_B: 0.361 cycle_B: 1.820 idt_B: 1.199 
(epoch: 1, iters: 700, time: 0.249, data: 0.003) D_A: 0.233 G_A: 0.339 cycle_A: 1.588 idt_A: 1.187 D_B: 0.277 G_B: 0.303 cycle_B: 2.625 idt_B: 0.696 
(epoch: 1, iters: 800, time: 0.328, data: 0.003) D_A: 0.218 G_A: 0.441 cycle_A: 2.063 idt_A: 0.845 D_B: 0.260 G_B: 0.333 cycle_B: 1.956 idt_B: 0.855 
(epoch: 1, iters: 900, time: 0.249, data: 0.003) D_A: 0.266 G_A: 0.357 cycle_A: 2.339 idt_A: 0.768 D_B: 0.232 G_B: 0.284 cycle_B: 1.714 idt_B: 1.094 
(epoch: 1, iters: 1000, time: 0.249, data: 0.003) D_A: 0.269 G_A: 0.415 cycle_A: 1.640 idt_A: 0.730 D_B: 0.337 G_B: 0.402 cycle_B: 1.627 idt_B: 0.791 
(epoch: 1, iters: 1100, time: 0.248, data: 0.003) D_A: 0.207 G_A: 0.372 cycle_A: 2.482 idt_A: 0.908 D_B: 0.303 G_B: 0.294 cycle_B: 2.422 idt_B: 1.033 
(epoch: 1, iters: 1200, time: 0.327, data: 0.003) D_A: 0.196 G_A: 0.433 cycle_A: 1.765 idt_A: 0.741 D_B: 0.262 G_B: 0.316 cycle_B: 1.708 idt_B: 0.878 
(epoch: 1, iters: 1300, time: 0.248, data: 0.003) D_A: 0.197 G_A: 0.324 cycle_A: 1.776 idt_A: 0.734 D_B: 0.230 G_B: 0.355 cycle_B: 1.555 idt_B: 0.759 
(epoch: 1, iters: 1400, time: 0.249, data: 0.003) D_A: 0.226 G_A: 0.462 cycle_A: 1.722 idt_A: 0.680 D_B: 0.228 G_B: 0.337 cycle_B: 1.534 idt_B: 0.796 
(epoch: 1, iters: 1500, time: 0.249, data: 0.003) D_A: 0.322 G_A: 0.614 cycle_A: 2.208 idt_A: 0.865 D_B: 0.232 G_B: 0.361 cycle_B: 2.009 idt_B: 0.939 
(epoch: 1, iters: 1600, time: 0.322, data: 0.003) D_A: 0.276 G_A: 0.361 cycle_A: 1.941 idt_A: 0.719 D_B: 0.281 G_B: 0.353 cycle_B: 1.734 idt_B: 0.836 
(epoch: 1, iters: 1700, time: 0.249, data: 0.002) D_A: 0.387 G_A: 0.603 cycle_A: 1.760 idt_A: 0.699 D_B: 0.226 G_B: 0.309 cycle_B: 1.548 idt_B: 0.798 
(epoch: 1, iters: 1800, time: 0.248, data: 0.003) D_A: 0.251 G_A: 0.396 cycle_A: 1.879 idt_A: 0.778 D_B: 0.263 G_B: 0.299 cycle_B: 1.719 idt_B: 0.786 
(epoch: 1, iters: 1900, time: 0.249, data: 0.003) D_A: 0.199 G_A: 0.396 cycle_A: 1.748 idt_A: 0.614 D_B: 0.230 G_B: 0.287 cycle_B: 1.290 idt_B: 0.813 
(epoch: 1, iters: 2000, time: 0.361, data: 0.003) D_A: 0.188 G_A: 0.550 cycle_A: 1.952 idt_A: 0.734 D_B: 0.237 G_B: 0.344 cycle_B: 1.831 idt_B: 0.904 
(epoch: 1, iters: 2100, time: 0.249, data: 0.003) D_A: 0.182 G_A: 0.415 cycle_A: 1.583 idt_A: 0.616 D_B: 0.246 G_B: 0.371 cycle_B: 1.451 idt_B: 0.773 
(epoch: 1, iters: 2200, time: 0.249, data: 0.003) D_A: 0.246 G_A: 0.363 cycle_A: 1.473 idt_A: 0.568 D_B: 0.266 G_B: 0.394 cycle_B: 1.162 idt_B: 0.731 
(epoch: 1, iters: 2300, time: 0.249, data: 0.003) D_A: 0.187 G_A: 0.423 cycle_A: 1.899 idt_A: 0.857 D_B: 0.266 G_B: 0.393 cycle_B: 1.903 idt_B: 0.738 
(epoch: 1, iters: 2400, time: 0.323, data: 0.003) D_A: 0.190 G_A: 0.317 cycle_A: 1.457 idt_A: 0.602 D_B: 0.262 G_B: 0.313 cycle_B: 1.230 idt_B: 0.635 
(epoch: 1, iters: 2500, time: 0.248, data: 0.002) D_A: 0.231 G_A: 0.501 cycle_A: 2.138 idt_A: 0.593 D_B: 0.247 G_B: 0.355 cycle_B: 1.417 idt_B: 0.886 
